step,kind,replaced term,action,domain,sector,traded effect,meant as,products,workplaces,services,ecology clause,climate clause,contract validity,contract conditions,truth stack score 0 to 4,truth stack priority 0 to 1,base five truth stack,truth stack decimal,compact truth stack,dimension meaning,from region,from commune,to region,to commune,activated effect,causal link,direction vector,note,causality,time,intensity,existence,potencies,effects,substance,matter,difference,determination,phenomena,angle direction
120,contribution offer,selling and labour supply,activate causal effect,water,primary reproduction,"Water effect: drinking water, cleaning, pipes, storage, source protection","secure existence for thirst, hygiene, health, farming, and fire or crisis protection","drinking water, filters, pumps, pipe parts, tanks, measuring sensors, cleaning units",water technicians; hydrologists; pipe builders; laboratory testers; emergency water crews; source protectors,"treatment, leak search, emergency distribution, quality testing, well and pipe maintenance",the water catchment must not be emptied; restoration and leak reduction are binding clauses,"drought, heavy rain, and pumping energy are counted; energy heavy solutions need renewable cover",valid,"Causality high: the effect chain is plausible and may be prioritized. Time high: emergency or fast path, short deadline, later review. Intensity high: deployment strength may rise beyond the normal share. Effects high: positive system consequence is recognized as social benefit. Difference high: real gap between need and state legitimates action. Angle direction regenerative: action fits the planetary direction. ecology clause: the water catchment must not be emptied; restoration and leak reduction are binding clauses climate clause: drought, heavy rain, and pumping energy are counted; energy heavy solutions need renewable cover",3.442129,0.860532,433424334343,232261848,C=3.52 | T=3.27 | I=3.39 | E=3.79 | P=2.31 | F=3.88 | S=3.13 | M=3.49 | D=3.70 | V=3.33 | N=4.00 | R=3.24,"strong: Phenomena 4.00, Effects 3.88, Existence 3.79; weak or to be checked: Angle direction 3.24, Substance 3.13, Potencies 2.31",Aqua North Basin,AquaNortCommune900,Aqua North Basin,AquaNortCommune900,41284888.2009,water:AquaNortCommune900→AquaNortCommune900,angle=3.237; difference=3.705; determination=3.326; validity=valid,"contribution time is directed by truth-vector priority, not wage or price",3.52,3.272368,3.393323,3.793323,2.311334,3.88,3.132871,3.491119,3.704747,3.325565,4.0,3.237109
120,contribution offer,selling and labour supply,activate causal effect,health,care reproduction,"Healing effect: diagnosis, treatment, prevention, medicine, nursing time",bodily and mental stabilisation by urgency instead of ability to pay,"medicine, dressings, diagnostic devices, beds, rehabilitation aids, hygiene equipment",doctors; nurses; laboratories; rescue teams; therapists; prevention workers; medical technicians,"diagnosis, treatment, emergency care, prevention, therapy, rehabilitation, health education","medical waste, water and energy demand, and toxic paths must be closed","heat, new disease burdens, emergency resilience, and climate proof infrastructure enter time and intensity",experimental,"Causality high: the effect chain is plausible and may be prioritized. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Effects high: positive system consequence is recognized as social benefit. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction regenerative: action fits the planetary direction. ecology clause: medical waste, water and energy demand, and toxic paths must be closed climate clause: heat, new disease burdens, emergency resilience, and climate proof infrastructure enter time and intensity",2.024019,0.506005,311134430113,158905033,C=3.04 | T=1.45 | I=0.72 | E=1.08 | P=3.26 | F=3.64 | S=4.00 | M=3.33 | D=0.00 | V=1.42 | N=0.85 | R=3.27,"strong: Substance 4.00, Effects 3.64, Matter 3.33; weak or to be checked: Phenomena 0.85, Intensity 0.72, Difference 0.00",Urban Repair Web,UrbanRepCommune754,Urban Repair Web,UrbanRepCommune754,35274964.92314,health:UrbanRepCommune754→UrbanRepCommune754,angle=3.268; difference=0.000; determination=1.417; validity=experimental,"contribution time is directed by truth-vector priority, not wage or price",3.04,1.445232,0.72,1.08,3.260573,3.64,4.0,3.330398,0.0,1.416507,0.846603,3.267962
120,contribution offer,selling and labour supply,activate causal effect,care,care reproduction,"Care effect: nursing, accompaniment, protection, time, relation, relief","maintenance of dignity, daily life, dependence safety, and social bond","care aids, wheelchairs, beds, hygiene goods, assistance devices, accessible equipment",care workers; assistants; social workers; family relief crews; dementia companions; neighbourhood teams,"basic care, accompaniment, child care, elder care, disability assistance, relief services",short routes and low material care are preferred; waste and hygiene must be safe,heat and crisis preparation for vulnerable people belong to care contracts,experimental,"Causality high: the effect chain is plausible and may be prioritized. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Effects high: positive system consequence is recognized as social benefit. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction regenerative: action fits the planetary direction. ecology clause: short routes and low material care are preferred; waste and hygiene must be safe climate clause: heat and crisis preparation for vulnerable people belong to care contracts",1.908322,0.477081,311133430113,158889408,C=3.24 | T=1.22 | I=0.61 | E=0.91 | P=2.77 | F=3.20 | S=4.00 | M=3.33 | D=0.00 | V=1.42 | N=0.85 | R=3.27,"strong: Substance 4.00, Matter 3.33, Angle direction 3.27; weak or to be checked: Phenomena 0.85, Intensity 0.61, Difference 0.00",Urban Repair Web,UrbanRepCommune754,Urban Repair Web,UrbanRepCommune754,33029788.241554,care:UrbanRepCommune754→UrbanRepCommune754,angle=3.268; difference=0.000; determination=1.417; validity=experimental,"contribution time is directed by truth-vector priority, not wage or price",3.24,1.221232,0.608,0.912,2.772825,3.2,4.0,3.330398,0.0,1.416507,0.846603,3.267962
120,contribution offer,selling and labour supply,activate causal effect,education,knowledge reproduction,"Education effect: ability, judgment, knowledge, self direction, future potential",development of potencies instead of training only for market usefulness,"learning rooms, books, devices, workshops, open curricula, learning material, digital access",teachers; mentors; workshop leaders; education coordinators; language and inclusion workers,"lessons, adult learning, retraining, civic education, open laboratories","ecological knowledge, repair ability, and substance cycles are teaching content","climate competence, adaptation knowledge, and energy use of learning infrastructure are tracked",experimental,"Causality medium: the contract contains audit and correction duty. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Effects high: positive system consequence is recognized as social benefit. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction conditional: limit side effects and climate effect. ecology clause: ecological knowledge, repair ability, and substance cycles are teaching content climate clause: climate competence, adaptation knowledge, and energy use of learning infrastructure are tracked",1.772086,0.443022,310133430113,156936283,C=2.80 | T=1.00 | I=0.50 | E=0.74 | P=3.04 | F=3.00 | S=4.00 | M=3.33 | D=0.00 | V=1.42 | N=0.85 | R=2.59,"strong: Substance 4.00, Matter 3.33, Potencies 3.04; weak or to be checked: Existence 0.74, Intensity 0.50, Difference 0.00",Urban Repair Web,UrbanRepCommune754,Urban Repair Web,UrbanRepCommune754,30465025.74209,education:UrbanRepCommune754→UrbanRepCommune754,angle=2.591; difference=0.000; determination=1.417; validity=experimental,"contribution time is directed by truth-vector priority, not wage or price",2.8,0.997232,0.496,0.744,3.038572,3.0,4.0,3.330398,0.0,1.416507,0.846603,2.59147
120,contribution offer,selling and labour supply,activate causal effect,mobility,logistics circulation,"Movement effect: access, transport, nearness, rescue route, goods flow",reachability of real needs instead of sold kilometres or ticket value,"bicycles, buses, trains, charging points, paths, spare parts, logistics software, rescue vehicles",drivers; route planners; bicycle and rail repairers; logistics workers; accessibility services; rescue transport,"public transport, goods movement, emergency transport, school routes, care rides, shared supply chains","land use, noise, air pollution, and habitat cuts are contract conditions","emission per movement effect, electrification, and avoidance of needless routes set direction",experimental,"Causality medium: the contract contains audit and correction duty. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction conditional: limit side effects and climate effect. ecology clause: land use, noise, air pollution, and habitat cuts are contract conditions climate clause: emission per movement effect, electrification, and avoidance of needless routes set direction",1.654294,0.413574,310132430113,156920658,C=2.64 | T=0.81 | I=0.40 | E=0.60 | P=2.90 | F=2.28 | S=4.00 | M=3.33 | D=0.00 | V=1.42 | N=0.85 | R=2.87,"strong: Substance 4.00, Matter 3.33, Potencies 2.90; weak or to be checked: Existence 0.60, Intensity 0.40, Difference 0.00",Urban Repair Web,UrbanRepCommune754,Urban Repair Web,UrbanRepCommune754,27964724.25009,mobility:UrbanRepCommune754→UrbanRepCommune754,angle=2.867; difference=0.000; determination=1.417; validity=experimental,"contribution time is directed by truth-vector priority, not wage or price",2.64,0.805232,0.4,0.6,2.895286,2.28,4.0,3.330398,0.0,1.416507,0.846603,2.8672
120,contribution offer,selling and labour supply,activate causal effect,manufacturing,material transformation,"Making effect: tools, spare parts, machine ability, repair basis",material transformation ability without profit pressure and artificial obsolescence,"tools, spare parts, machine modules, housings, pumps, medical parts, farming tools",machine builders; makers; open workshops; quality testers; material planners; circular designers,"making, conversion, standard setting, tool lending, open production plans, quality control","new material is secondary; repairability, recycling, and non toxicity are required","energy intensity, process heat, routes, and material throughput limit release",experimental,"Causality medium: the contract contains audit and correction duty. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction regenerative: action fits the planetary direction. ecology clause: new material is secondary; repairability, recycling, and non toxicity are required climate clause: energy intensity, process heat, routes, and material throughput limit release",1.858594,0.464648,311133430114,158889409,C=2.88 | T=1.06 | I=0.53 | E=0.79 | P=2.93 | F=2.96 | S=4.00 | M=3.33 | D=0.00 | V=1.42 | N=0.85 | R=3.58,"strong: Substance 4.00, Angle direction 3.58, Matter 3.33; weak or to be checked: Existence 0.79, Intensity 0.53, Difference 0.00",Urban Repair Web,UrbanRepCommune754,Urban Repair Web,UrbanRepCommune754,31588505.885572,manufacturing:UrbanRepCommune754→UrbanRepCommune754,angle=3.576; difference=0.000; determination=1.417; validity=experimental,"contribution time is directed by truth-vector priority, not wage or price",2.88,1.061232,0.528,0.792,2.930083,2.96,4.0,3.330398,0.0,1.416507,0.846603,3.576
120,contribution offer,selling and labour supply,activate causal effect,storage,resilience capacity,"Storage effect: buffer, durability, grid reserve, emergency stock, time bridge","protection against swings, shocks, and time mismatch between need and production","food stores, water tanks, batteries, heat stores, cold chains, spare part depots",storage coordinators; storage technicians; stock testers; cold chain maintainers; emergency logisticians,"storing, shelf life checking, reserve management, grid buffering, crisis priority","spoilage, coolants, storage space, and material use are substance and matter conditions",storage reduces waste but can use energy and material; both enter direction,experimental,"Causality high: the effect chain is plausible and may be prioritized. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Effects high: positive system consequence is recognized as social benefit. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction regenerative: action fits the planetary direction. ecology clause: spoilage, coolants, storage space, and material use are substance and matter conditions climate clause: storage reduces waste but can use energy and material; both enter direction",1.84746,0.461865,311133430113,158889408,C=3.08 | T=1.03 | I=0.51 | E=0.77 | P=2.73 | F=3.08 | S=4.00 | M=3.33 | D=0.00 | V=1.42 | N=0.85 | R=3.36,"strong: Substance 4.00, Angle direction 3.36, Matter 3.33; weak or to be checked: Existence 0.77, Intensity 0.51, Difference 0.00",Urban Repair Web,UrbanRepCommune754,Urban Repair Web,UrbanRepCommune754,30790660.272039,storage:UrbanRepCommune754→UrbanRepCommune754,angle=3.360; difference=0.000; determination=1.417; validity=experimental,"contribution time is directed by truth-vector priority, not wage or price",3.08,1.029232,0.512,0.768,2.733208,3.08,4.0,3.330398,0.0,1.416507,0.846603,3.36
120,contribution offer,selling and labour supply,activate causal effect,governance,institutional coordination,"Determination effect: decision, law, conflict resolution, rights, truth correction",legitimation and error correction of the planetary economy instead of market or state automatic rule,"rules, minutes, decision registers, privacy tools, audit reports, conflict procedures",moderators; legal workers; privacy stewards; citizen councils; mediators; auditors; ombuds offices,"participation, objection procedures, truth review, resource release, conflict resolution",ecological limits are publicly watched and must not be voted away,"climate contracts need transparency, long horizons, and rights against displacement or technocracy",experimental,"Causality medium: the contract contains audit and correction duty. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Effects high: positive system consequence is recognized as social benefit. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction regenerative: action fits the planetary direction. ecology clause: ecological limits are publicly watched and must not be voted away climate clause: climate contracts need transparency, long horizons, and rights against displacement or technocracy",1.913873,0.478468,311133430113,158889408,C=2.68 | T=1.19 | I=0.59 | E=0.89 | P=3.03 | F=3.44 | S=4.00 | M=3.33 | D=0.00 | V=1.42 | N=0.85 | R=3.38,"strong: Substance 4.00, Effects 3.44, Angle direction 3.38; weak or to be checked: Phenomena 0.85, Intensity 0.59, Difference 0.00",Urban Repair Web,UrbanRepCommune754,Urban Repair Web,UrbanRepCommune754,31781067.498018,governance:UrbanRepCommune754→UrbanRepCommune754,angle=3.375; difference=0.000; determination=1.417; validity=experimental,"contribution time is directed by truth-vector priority, not wage or price",2.68,1.189232,0.592,0.888,3.025997,3.44,4.0,3.330398,0.0,1.416507,0.846603,3.37511
120,contribution offer,selling and labour supply,activate causal effect,knowledge,knowledge reproduction,"Knowledge effect: research, open plans, diagnosis, simulation, learning curves",increase of potencies and reduction of truth error,"open plans, measurement data, models, teaching material, build guides, diagnostic protocols",researchers; data stewards; simulation workers; librarians; technology transfer workers; local learning workshops,"analysis, advice, development, documentation, knowledge transfer, error review",knowledge must reveal substance consequences and must not hide externalisation,"climate models, adaptation knowledge, and technology assessment are core content",experimental,"Causality medium: the contract contains audit and correction duty. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Effects high: positive system consequence is recognized as social benefit. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction regenerative: action fits the planetary direction. ecology clause: knowledge must reveal substance consequences and must not hide externalisation climate clause: climate models, adaptation knowledge, and technology assessment are core content",1.916034,0.479008,311143430113,158967533,C=2.76 | T=1.09 | I=0.54 | E=0.82 | P=3.50 | F=3.28 | S=4.00 | M=3.33 | D=0.00 | V=1.42 | N=0.85 | R=3.38,"strong: Substance 4.00, Potencies 3.50, Angle direction 3.38; weak or to be checked: Existence 0.82, Intensity 0.54, Difference 0.00",Urban Repair Web,UrbanRepCommune754,Urban Repair Web,UrbanRepCommune754,31814679.809878,knowledge:UrbanRepCommune754→UrbanRepCommune754,angle=3.375; difference=0.000; determination=1.417; validity=experimental,"contribution time is directed by truth-vector priority, not wage or price",2.76,1.093232,0.544,0.816,3.504241,3.28,4.0,3.330398,0.0,1.416507,0.846603,3.37511
120,contribution offer,selling and labour supply,activate causal effect,resilience,risk protection,"Resilience effect: redundancy, emergency ability, crisis protection, replacement paths","protection against shocks, climate events, supply failures, and social breaks","emergency stores, radio nets, mobile water filters, reserve power, shelters, evacuation plans",disaster protection; medical aid; grid redundancy; risk analysis; community drills; emergency logistics,"crisis planning, drills, emergency supply, redundancy building, risk monitoring, recovery coordination",resilience must not treat nature as a sacrifice reserve; natural buffers are protection infrastructure,"heat, flood, drought, and crop failure raise time and intensity and allow faster redistribution",experimental,"Causality medium: the contract contains audit and correction duty. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Effects high: positive system consequence is recognized as social benefit. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction regenerative: action fits the planetary direction. ecology clause: resilience must not treat nature as a sacrifice reserve; natural buffers are protection infrastructure climate clause: heat, flood, drought, and crop failure raise time and intensity and allow faster redistribution",1.945969,0.486492,311134430113,158905033,C=2.52 | T=1.32 | I=0.66 | E=0.98 | P=3.12 | F=3.52 | S=4.00 | M=3.33 | D=0.00 | V=1.42 | N=0.85 | R=3.39,"strong: Substance 4.00, Effects 3.52, Angle direction 3.39; weak or to be checked: Phenomena 0.85, Intensity 0.66, Difference 0.00",Urban Repair Web,UrbanRepCommune754,Urban Repair Web,UrbanRepCommune754,32768412.151691,resilience:UrbanRepCommune754→UrbanRepCommune754,angle=3.386; difference=0.000; determination=1.417; validity=experimental,"contribution time is directed by truth-vector priority, not wage or price",2.52,1.317232,0.656,0.984,3.119336,3.52,4.0,3.330398,0.0,1.416507,0.846603,3.385773
120,contribution offer,selling and labour supply,activate causal effect,repair,circular industry,"Repair effect: lifetime, reuse, spare part recovery, capacity preservation",resolution of material difference instead of new buying and throwing away,"spare parts, restored devices, repaired clothing, building parts, tool sets, recovered material","repair workshops; circular designers; sorters; maintainers; electronic, textile, and building repairers","repair, maintenance, diagnosis, refurbishment, material recovery, lifetime extension","reduces waste, raw material pressure, and toxins; toxin safety remains a condition",lowers embodied emissions and material throughput; energy heavy repair must be ecologically worthwhile,experimental,"Causality high: the effect chain is plausible and may be prioritized. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction regenerative: action fits the planetary direction. ecology clause: reduces waste, raw material pressure, and toxins; toxin safety remains a condition climate clause: lowers embodied emissions and material throughput; energy heavy repair must be ecologically worthwhile",1.845159,0.46129,310133430113,156936283,C=3.28 | T=0.93 | I=0.46 | E=0.70 | P=3.16 | F=2.88 | S=4.00 | M=3.33 | D=0.00 | V=1.42 | N=0.85 | R=3.30,"strong: Substance 4.00, Matter 3.33, Angle direction 3.30; weak or to be checked: Existence 0.70, Intensity 0.46, Difference 0.00",Urban Repair Web,UrbanRepCommune754,Urban Repair Web,UrbanRepCommune754,32089944.856335,repair:UrbanRepCommune754→UrbanRepCommune754,angle=3.297; difference=0.000; determination=1.417; validity=experimental,"contribution time is directed by truth-vector priority, not wage or price",3.28,0.933232,0.464,0.696,3.159798,2.88,4.0,3.330398,0.0,1.416507,0.846603,3.297061
120,contribution offer,selling and labour supply,activate causal effect,ecology,planetary regeneration,"Regeneration effect: soil, biodiversity, water balance, cooling, habitat","planetary life basis as active economic work, not a free background","restoration land, seed, wetlands, agroforestry, urban green, soil protection material",ecologists; restoration crews; forest and agroforestry keepers; waterway carers; biodiversity monitors,"soil building, rewetting, afforestation, species monitoring, waterway restoration, cooling area planning",this is direct ecological basic function; exploitation must not be booked as regeneration,"binding, cooling, water retention, and adaptation raise angle direction and effect",valid,"Causality medium: the contract contains audit and correction duty. Effects high: positive system consequence is recognized as social benefit. Angle direction regenerative: action fits the planetary direction. ecology clause: this is direct ecological basic function; exploitation must not be booked as regeneration climate clause: binding, cooling, water retention, and adaptation raise angle direction and effect",2.423337,0.605834,321234431223,169061438,C=2.76 | T=1.94 | I=1.46 | E=1.82 | P=2.95 | F=3.84 | S=4.00 | M=3.33 | D=1.03 | V=1.98 | N=1.86 | R=3.30,"strong: Substance 4.00, Effects 3.84, Matter 3.33; weak or to be checked: Existence 1.82, Intensity 1.46, Difference 1.03",Urban Repair Web,UrbanRepCommune754,Urban Repair Web,UrbanRepCommune754,42198539.593711,ecology:UrbanRepCommune754→UrbanRepCommune754,angle=3.297; difference=1.029; determination=1.982; validity=valid,"contribution time is directed by truth-vector priority, not wage or price",2.76,1.940118,1.456044,1.824044,2.950943,3.84,4.0,3.330398,1.028634,1.982256,1.864951,3.297061
120,contribution offer,selling and labour supply,activate causal effect,waste,material difference resolution,"Waste difference resolution: sorting, toxin securing, return, composting",waste is not a side product but a visible unresolved material difference,"secondary materials, compost, sorted metals, plastics, safe landfill units, repair material",sorters; recyclers; toxin testers; composters; circular logisticians; material auditors,"collection, separation, decontamination, recovery, reuse, safe final storage","toxins must stay out of soil, water, and bodies; cycle before landfill","methane, burning, transport, and avoided new production set climate effect",experimental,"Causality high: the effect chain is plausible and may be prioritized. Existence uncertain: request reports from affected persons and measurement. Effects high: positive system consequence is recognized as social benefit. Angle direction regenerative: action fits the planetary direction. ecology clause: toxins must stay out of soil, water, and bodies; cycle before landfill climate clause: methane, burning, transport, and avoided new production set climate effect",2.249024,0.562256,321133431223,168655188,C=3.36 | T=1.51 | I=1.16 | E=1.44 | P=3.16 | F=3.04 | S=4.00 | M=3.33 | D=0.85 | V=1.88 | N=1.69 | R=3.30,"strong: Substance 4.00, Causality 3.36, Matter 3.33; weak or to be checked: Existence 1.44, Intensity 1.16, Difference 0.85",Urban Repair Web,UrbanRepCommune754,Urban Repair Web,UrbanRepCommune754,38373779.550249,waste:UrbanRepCommune754→UrbanRepCommune754,angle=3.297; difference=0.851; determination=1.885; validity=experimental,"contribution time is directed by truth-vector priority, not wage or price",3.36,1.508178,1.155694,1.435694,3.159798,3.04,4.0,3.330398,0.850992,1.884553,1.689085,3.297061
120,contribution offer,selling and labour supply,activate causal effect,water,primary reproduction,"Water effect: drinking water, cleaning, pipes, storage, source protection","secure existence for thirst, hygiene, health, farming, and fire or crisis protection","drinking water, filters, pumps, pipe parts, tanks, measuring sensors, cleaning units",water technicians; hydrologists; pipe builders; laboratory testers; emergency water crews; source protectors,"treatment, leak search, emergency distribution, quality testing, well and pipe maintenance",the water catchment must not be emptied; restoration and leak reduction are binding clauses,"drought, heavy rain, and pumping energy are counted; energy heavy solutions need renewable cover",valid,"Causality high: the effect chain is plausible and may be prioritized. Time high: emergency or fast path, short deadline, later review. Intensity high: deployment strength may rise beyond the normal share. Effects high: positive system consequence is recognized as social benefit. Difference high: real gap between need and state legitimates action. Angle direction regenerative: action fits the planetary direction. ecology clause: the water catchment must not be emptied; restoration and leak reduction are binding clauses climate clause: drought, heavy rain, and pumping energy are counted; energy heavy solutions need renewable cover",3.546525,0.886631,434424334343,234214973,C=3.52 | T=3.41 | I=3.69 | E=4.00 | P=2.47 | F=3.88 | S=3.00 | M=3.40 | D=4.00 | V=3.47 | N=4.00 | R=3.23,"strong: Existence 4.00, Difference 4.00, Phenomena 4.00; weak or to be checked: Angle direction 3.23, Substance 3.00, Potencies 2.47",Urban Repair Web,UrbanRepCommune817,Urban Repair Web,UrbanRepCommune817,98788509.877771,water:UrbanRepCommune817→UrbanRepCommune817,angle=3.233; difference=4.000; determination=3.471; validity=valid,"contribution time is directed by truth-vector priority, not wage or price",3.52,3.405232,3.686011,4.0,2.469561,3.88,3.0,3.395861,4.0,3.471295,4.0,3.233111
120,contribution offer,selling and labour supply,activate causal effect,food,primary reproduction,"Food effect: calories, nutrients, soil fertility, seed, harvest time","bodily reproduction, health, local food security, and culturally fitting supply","grain, vegetables, pulses, fruit, seed, cooling crates, storage crates, kitchen equipment",farmers; seed keepers; food processors; common kitchens; agroecology crews,"growing plans, harvest, processing, storage, distribution, common meals, nutrition guidance","soil building, water use, biodiversity, and toxic load are binding conditions","methane, fertiliser, transport, cooling, and climate resilient cropping shape the angle direction",valid,"Causality high: the effect chain is plausible and may be prioritized. Time high: emergency or fast path, short deadline, later review. Intensity high: deployment strength may rise beyond the normal share. Effects high: positive system consequence is recognized as social benefit. Difference high: real gap between need and state legitimates action. Angle direction regenerative: action fits the planetary direction. ecology clause: soil building, water use, biodiversity, and toxic load are binding conditions climate clause: methane, fertiliser, transport, cooling, and climate resilient cropping shape the angle direction",3.494812,0.873703,334424334343,185386848,C=3.28 | T=3.33 | I=3.65 | E=3.94 | P=2.41 | F=3.76 | S=3.00 | M=3.40 | D=4.00 | V=3.47 | N=4.00 | R=3.23,"strong: Difference 4.00, Phenomena 4.00, Existence 3.94; weak or to be checked: Angle direction 3.23, Substance 3.00, Potencies 2.41",Urban Repair Web,UrbanRepCommune817,Urban Repair Web,UrbanRepCommune817,101988041.816338,food:UrbanRepCommune817→UrbanRepCommune817,angle=3.233; difference=4.000; determination=3.471; validity=valid,"contribution time is directed by truth-vector priority, not wage or price",3.28,3.325232,3.646011,3.94,2.405582,3.76,3.0,3.395861,4.0,3.471295,4.0,3.233111
120,contribution offer,selling and labour supply,activate causal effect,energy,energy infrastructure,"Energy effect: light, heat, drive, grid stability, stored charge","condition for supply, communication, production, care, mobility, and disaster protection","electricity, heat, solar panels, wind parts, batteries, heat pumps, wires, control devices",electricians; grid planners; storage maintainers; solar and wind installers; energy cooperatives; load managers,"generation, distribution, load shifting, repair, insulation guidance, emergency power priority","mining, land use, dismantling, and recycling belong inside the contract","fossil share, efficiency, renewability, and emission effect set permission and priority",valid,"Causality high: the effect chain is plausible and may be prioritized. Time high: emergency or fast path, short deadline, later review. Intensity high: deployment strength may rise beyond the normal share. Effects high: positive system consequence is recognized as social benefit. Difference high: real gap between need and state legitimates action. Angle direction regenerative: action fits the planetary direction. ecology clause: mining, land use, dismantling, and recycling belong inside the contract climate clause: fossil share, efficiency, renewability, and emission effect set permission and priority",3.378715,0.844679,334433334343,185449348,C=3.12 | T=3.05 | I=3.51 | E=3.74 | P=2.62 | F=3.20 | S=3.00 | M=3.40 | D=4.00 | V=3.47 | N=4.00 | R=3.21,"strong: Difference 4.00, Phenomena 4.00, Existence 3.74; weak or to be checked: Time 3.05, Substance 3.00, Potencies 2.62",Urban Repair Web,UrbanRepCommune817,Urban Repair Web,UrbanRepCommune817,95779535.8432,energy:UrbanRepCommune817→UrbanRepCommune817,angle=3.208; difference=4.000; determination=3.471; validity=valid,"contribution time is directed by truth-vector priority, not wage or price",3.12,3.053232,3.510011,3.736,2.624474,3.2,3.0,3.395861,4.0,3.471295,4.0,3.208
120,contribution offer,selling and labour supply,activate causal effect,shelter,social infrastructure,"Shelter effect: protection, room, warmth, safety, nearness to supply",stable basis of existence instead of rent or ownership as exclusion,"housing space, insulation, repair parts, sanitation, modular parts, common rooms",builders; renovators; architects; vacancy mappers; building technicians; housing mediators,"allocation by need, maintenance, conversion, accessibility, energy renovation, neighbourhood care","conversion before new building; land sealing, material cycling, and local greenery are clauses","heating energy, insulation, heat protection, and embodied emissions set the angle direction",experimental,"Causality medium: the contract contains audit and correction duty. Time low: plannable, no emergency displacement of other fields. Existence uncertain: request reports from affected persons and measurement. Effects high: positive system consequence is recognized as social benefit. Determination weak: democratic feedback and right of objection are required. Phenomena weak: improve visibility, reports, and audit. Angle direction regenerative: action fits the planetary direction. ecology clause: conversion before new building; land sealing, material cycling, and local greenery are clauses climate clause: heating energy, insulation, heat protection, and embodied emissions set the angle direction",1.866113,0.466528,311134330113,158901908,C=2.92 | T=1.38 | I=0.77 | E=1.03 | P=2.59 | F=3.52 | S=3.00 | M=3.40 | D=0.00 | V=1.27 | N=0.79 | R=3.12,"strong: Effects 3.52, Matter 3.40, Angle direction 3.12; weak or to be checked: Phenomena 0.79, Intensity 0.77, Difference 0.00",Urban Repair Web,UrbanRepCommune817,Urban Repair Web,UrbanRepCommune817,54996953.730099,shelter:UrbanRepCommune817→UrbanRepCommune817,angle=3.120; difference=0.000; determination=1.271; validity=experimental,"contribution time is directed by truth-vector priority, not wage or price",2.92,1.381232,0.774011,1.032,2.593088,3.52,3.0,3.395861,0.0,1.271295,0.788518,3.12
