step,kind,legacy_term_replaced,action,domain,sector,trade_object,meant_as,product_examples,workplace_examples,service_examples,ecological_clause,climate_clause,contract_validity,contract_conditions,truth_stack_score_0_4,truth_stack_priority_0_1,truth_stack_base5,truth_stack_decimal,truth_stack_compact,dimension_meaning,from_region,from_commune,to_region,to_commune,activated_effect,causal_link,direction_vector,note,causality,time,intensity,existence,potencies,effects,substance,matter,difference,determination,phenomena,angle_direction
120,contribution_offer,sell/labour_supply,activate_causal_effect,water,primary_reproduction,"Wasserwirkung: Trinkwasser, Reinigung, Leitung, Speicher, Quellschutz","Existenzsicherung für Durst, Hygiene, Gesundheit, Landwirtschaft und Feuer-/Krisenschutz","Trinkwasser, Filter, Pumpen, Rohrteile, Speicher, Messsensoren, Entsalzungs-/Reinigungseinheiten",Wassertechniker:in; Hydrolog:in; Leitungsbau; Laborprüfung; Notwasserteam; Quellschutzgruppe,"Aufbereitung, Lecksuche, Notverteilung, Qualitätsmessung, Brunnen-/Leitungswartung",Wassereinzugsgebiet darf nicht leergezogen werden; Renaturierung und Leckreduktion sind Vertragsauflagen,"Dürre, Starkregen und Pumpenergie werden mitgerechnet; energieintensive Lösungen brauchen erneuerbare Deckung",gültig,"Kausalität hoch: Wirkungskette ist plausibel und darf priorisiert werden. Zeit hoch: Notfall-/Schnellpfad, kurze Frist, spätere Nachprüfung. Intensität hoch: Einsatzstärke darf über Normalanteil steigen. Wirkung hoch: positive Systemfolge wird als gesellschaftlicher Nutzen anerkannt. Differenz hoch: reale Lücke zwischen Bedarf und Zustand legitimiert Handlung. Winkelrichtung regenerativ: Handlung passt zur planetaren Richtung. Ökologiebedingung: Wassereinzugsgebiet darf nicht leergezogen werden; Renaturierung und Leckreduktion sind Vertragsauflagen Klimabedingung: Dürre, Starkregen und Pumpenergie werden mitgerechnet; energieintensive Lösungen brauchen erneuerbare Deckung",3.442129,0.860532,433424334343,232261848,K=3.52 | Z=3.27 | I=3.39 | E=3.79 | P=2.31 | W=3.88 | S=3.13 | M=3.49 | D=3.70 | B=3.33 | Ph=4.00 | R=3.24,"stark: Phänomene 4.00, Wirkungen 3.88, Existenz 3.79; schwach/zu prüfen: Winkelrichtung 3.24, Substanz 3.13, Potenzen 2.31",Aqua-North Basin,Aqua-Nort Commune 900,Aqua-North Basin,Aqua-Nort Commune 900,41284888.2009,water:Aqua-Nort Commune 900->Aqua-Nort Commune 900,angle=3.237; difference=3.705; determination=3.326; validity=gültig,"contribution time directed by truth-vector priority, not wage/price",3.52,3.272368,3.393323,3.793323,2.311334,3.88,3.132871,3.491119,3.704747,3.325565,4.0,3.237109
120,contribution_offer,sell/labour_supply,activate_causal_effect,water,primary_reproduction,"Wasserwirkung: Trinkwasser, Reinigung, Leitung, Speicher, Quellschutz","Existenzsicherung für Durst, Hygiene, Gesundheit, Landwirtschaft und Feuer-/Krisenschutz","Trinkwasser, Filter, Pumpen, Rohrteile, Speicher, Messsensoren, Entsalzungs-/Reinigungseinheiten",Wassertechniker:in; Hydrolog:in; Leitungsbau; Laborprüfung; Notwasserteam; Quellschutzgruppe,"Aufbereitung, Lecksuche, Notverteilung, Qualitätsmessung, Brunnen-/Leitungswartung",Wassereinzugsgebiet darf nicht leergezogen werden; Renaturierung und Leckreduktion sind Vertragsauflagen,"Dürre, Starkregen und Pumpenergie werden mitgerechnet; energieintensive Lösungen brauchen erneuerbare Deckung",experimentell,"Kausalität hoch: Wirkungskette ist plausibel und darf priorisiert werden. Existenz unsicher: Betroffenenberichte und Messung nachfordern. Wirkung hoch: positive Systemfolge wird als gesellschaftlicher Nutzen anerkannt. Bestimmung schwach: demokratische Rückkopplung/Widerspruchsrecht erforderlich. Phänomenlage schwach: Sichtbarkeit/Meldungen/Audit verbessern. Winkelrichtung regenerativ: Handlung passt zur planetaren Richtung. Ökologiebedingung: Wassereinzugsgebiet darf nicht leergezogen werden; Renaturierung und Leckreduktion sind Vertragsauflagen Klimabedingung: Dürre, Starkregen und Pumpenergie werden mitgerechnet; energieintensive Lösungen brauchen erneuerbare Deckung",2.07851,0.519628,421134430213,217498808,K=3.52 | Z=1.61 | I=0.80 | E=1.20 | P=2.58 | W=3.88 | S=3.97 | M=3.20 | D=0.00 | B=1.58 | Ph=0.91 | R=3.31,"stark: Substanz 3.97, Wirkungen 3.88, Kausalität 3.52; schwach/zu prüfen: Phänomene 0.91, Intensität 0.80, Differenz 0.00",Island Commons,IslandCo Commune 619,Island Commons,IslandCo Commune 619,16432187.202043,water:IslandCo Commune 619->IslandCo Commune 619,angle=3.307; difference=0.000; determination=1.581; validity=experimentell,"contribution time directed by truth-vector priority, not wage/price",3.52,1.605232,0.8,1.2,2.575619,3.88,3.968678,3.203273,0.0,1.581001,0.912401,3.30744
120,contribution_offer,sell/labour_supply,activate_causal_effect,food,primary_reproduction,"Nahrungswirkung: Kalorien, Nährstoffe, Bodenfruchtbarkeit, Saatgut, Erntezeit","Körperliche Reproduktion, Gesundheit, lokale Ernährungssicherheit und kulturell passende Versorgung","Getreide, Gemüse, Hülsenfrüchte, Obst, Saatgut, Kühl-/Lagerkisten, Kücheninfrastruktur",Landwirt:in; Saatgutpflege; Lebensmittelverarbeitung; Gemeinschaftsküche; Agrarökologie-Team,"Anbauplanung, Ernte, Verarbeitung, Lagerung, Verteilung, Gemeinschaftsverpflegung, Ernährungsberatung","Bodenaufbau, Wasserverbrauch, Biodiversität und Pestizid-/Schadstofflast sind bindende Bedingungen","Methan, Dünger, Transport, Kühlung und klimaresiliente Anbaumuster gehen in die Winkelrichtung ein",experimentell,"Kausalität hoch: Wirkungskette ist plausibel und darf priorisiert werden. Existenz unsicher: Betroffenenberichte und Messung nachfordern. Wirkung hoch: positive Systemfolge wird als gesellschaftlicher Nutzen anerkannt. Bestimmung schwach: demokratische Rückkopplung/Widerspruchsrecht erforderlich. Phänomenlage schwach: Sichtbarkeit/Meldungen/Audit verbessern. Winkelrichtung regenerativ: Handlung passt zur planetaren Richtung. Ökologiebedingung: Bodenaufbau, Wasserverbrauch, Biodiversität und Pestizid-/Schadstofflast sind bindende Bedingungen Klimabedingung: Methan, Dünger, Transport, Kühlung und klimaresiliente Anbaumuster gehen in die Winkelrichtung ein",2.060052,0.515013,321134430213,168670683,K=3.28 | Z=1.53 | I=0.76 | E=1.14 | P=2.98 | W=3.76 | S=3.97 | M=3.20 | D=0.00 | B=1.58 | Ph=0.91 | R=3.31,"stark: Substanz 3.97, Wirkungen 3.76, Winkelrichtung 3.31; schwach/zu prüfen: Phänomene 0.91, Intensität 0.76, Differenz 0.00",Island Commons,IslandCo Commune 619,Island Commons,IslandCo Commune 619,17128062.844183,food:IslandCo Commune 619->IslandCo Commune 619,angle=3.307; difference=0.000; determination=1.581; validity=experimentell,"contribution time directed by truth-vector priority, not wage/price",3.28,1.525232,0.76,1.14,2.977196,3.76,3.968678,3.203273,0.0,1.581001,0.912401,3.30744
120,contribution_offer,sell/labour_supply,activate_causal_effect,energy,infrastructure_energy,"Energiewirkung: Licht, Wärme, Antrieb, Netzstabilität, Speicherladung","Bedingung für Versorgung, Kommunikation, Produktion, Pflege, Mobilität und Katastrophenschutz","Strom, Wärme, Solarpaneele, Windkomponenten, Batterien, Wärmepumpen, Leitungen, Steuergeräte",Elektriker:in; Netzplanung; Speicherwartung; Solar-/Windmontage; Energiegenossenschaft; Lastmanagement,"Erzeugung, Verteilung, Lastverschiebung, Reparatur, Dämm-/Effizienzberatung, Notstrompriorisierung","Materialabbau, Flächenverbrauch und Rückbau/Recycling sind Teil des Vertrags","Fossilanteil, Effizienz, Erneuerbarkeit und Emissionswirkung bestimmen Zulassung und Priorität",gültig,"Kausalität hoch: Wirkungskette ist plausibel und darf priorisiert werden. Wirkung hoch: positive Systemfolge wird als gesellschaftlicher Nutzen anerkannt. Winkelrichtung regenerativ: Handlung passt zur planetaren Richtung. Ökologiebedingung: Materialabbau, Flächenverbrauch und Rückbau/Recycling sind Teil des Vertrags Klimabedingung: Fossilanteil, Effizienz, Erneuerbarkeit und Emissionswirkung bestimmen Zulassung und Priorität",2.94682,0.736705,322333433343,171389848,K=3.12 | Z=2.44 | I=2.47 | E=2.79 | P=2.54 | W=3.20 | S=3.97 | M=3.20 | D=2.64 | B=3.04 | Ph=3.53 | R=3.21,"stark: Substanz 3.97, Phänomene 3.53, Winkelrichtung 3.21; schwach/zu prüfen: Potenzen 2.54, Intensität 2.47, Zeit 2.44",Island Commons,IslandCo Commune 619,Island Commons,IslandCo Commune 619,23059976.091104,energy:IslandCo Commune 619->IslandCo Commune 619,angle=3.208; difference=2.644; determination=3.035; validity=gültig,"contribution time directed by truth-vector priority, not wage/price",3.12,2.442965,2.474695,2.786695,2.537395,3.2,3.968678,3.203273,2.64385,3.035119,3.529812,3.208
120,contribution_offer,sell/labour_supply,activate_causal_effect,shelter,social_infrastructure,"Wohnwirkung: Schutz, Raum, Wärme, Sicherheit, Nähe zu Versorgung",Stabile Existenzgrundlage statt Miete/Eigentum als Ausschlussmechanismus,"Wohnraum, Dämmmaterial, Reparaturteile, Sanitärtechnik, modulare Bauteile, Gemeinschaftsräume",Bauhandwerk; Sanierung; Architektur; Leerstandserfassung; Haustechnik; Konfliktmoderation Wohnen,"Zuweisung nach Bedarf, Instandhaltung, Umbau, Barrierefreiheit, energetische Sanierung, Nachbarschaftspflege","Umbau vor Neubau; Bodenversiegelung, Materialkreislauf und lokale Grünwirkung sind Auflagen","Heizenergie, Dämmung, Hitzeschutz und graue Emissionen bestimmen die Winkelrichtung",experimentell,"Kausalität mittel: Vertrag enthält Audit- und Korrekturpflicht. Zeit niedrig: planbar, keine Notfallverdrängung anderer Felder. Existenz unsicher: Betroffenenberichte und Messung nachfordern. Wirkung hoch: positive Systemfolge wird als gesellschaftlicher Nutzen anerkannt. Bestimmung schwach: demokratische Rückkopplung/Widerspruchsrecht erforderlich. Phänomenlage schwach: Sichtbarkeit/Meldungen/Audit verbessern. Winkelrichtung regenerativ: Handlung passt zur planetaren Richtung. Ökologiebedingung: Umbau vor Neubau; Bodenversiegelung, Materialkreislauf und lokale Grünwirkung sind Auflagen Klimabedingung: Heizenergie, Dämmung, Hitzeschutz und graue Emissionen bestimmen die Winkelrichtung",1.947004,0.486751,311134430213,158905058,K=2.92 | Z=1.38 | I=0.69 | E=1.03 | P=2.76 | W=3.52 | S=3.97 | M=3.20 | D=0.00 | B=1.58 | Ph=0.91 | R=3.12,"stark: Substanz 3.97, Wirkungen 3.52, Materie 3.20; schwach/zu prüfen: Phänomene 0.91, Intensität 0.69, Differenz 0.00",Island Commons,IslandCo Commune 619,Island Commons,IslandCo Commune 619,15466178.380913,shelter:IslandCo Commune 619->IslandCo Commune 619,angle=3.120; difference=0.000; determination=1.581; validity=experimentell,"contribution time directed by truth-vector priority, not wage/price",2.92,1.381232,0.688,1.032,2.757397,3.52,3.968678,3.203273,0.0,1.581001,0.912401,3.12
120,contribution_offer,sell/labour_supply,activate_causal_effect,health,care_reproduction,"Heilungswirkung: Diagnose, Behandlung, Prävention, Medikamente, Pflegezeit",Körperliche und psychische Stabilisierung nach Dringlichkeit statt Zahlungsfähigkeit,"Medizin, Verbandstoffe, Diagnostikgeräte, Betten, Reha-Hilfen, Hygieneausstattung",Ärzt:in; Pflege; Labor; Rettung; Therapie; Prävention; Medizintechnik-Wartung,"Diagnose, Behandlung, Notfallversorgung, Prävention, Therapie, Rehabilitation, Gesundheitsbildung","Medizinabfälle, Wasser-/Energiebedarf und Schadstoffpfade müssen geschlossen werden","Hitze, neue Krankheitslast, Notfallresilienz und klimafeste Infrastruktur fließen in Zeit/Intensität ein",experimentell,"Kausalität hoch: Wirkungskette ist plausibel und darf priorisiert werden. Zeit niedrig: planbar, keine Notfallverdrängung anderer Felder. Existenz unsicher: Betroffenenberichte und Messung nachfordern. Wirkung hoch: positive Systemfolge wird als gesellschaftlicher Nutzen anerkannt. Bestimmung schwach: demokratische Rückkopplung/Widerspruchsrecht erforderlich. Phänomenlage schwach: Sichtbarkeit/Meldungen/Audit verbessern. Winkelrichtung regenerativ: Handlung passt zur planetaren Richtung. Ökologiebedingung: Medizinabfälle, Wasser-/Energiebedarf und Schadstoffpfade müssen geschlossen werden Klimabedingung: Hitze, neue Krankheitslast, Notfallresilienz und klimafeste Infrastruktur fließen in Zeit/Intensität ein",1.99178,0.497945,311134430213,158905058,K=3.04 | Z=1.45 | I=0.72 | E=1.08 | P=2.68 | W=3.64 | S=3.97 | M=3.20 | D=0.00 | B=1.58 | Ph=0.91 | R=3.31,"stark: Substanz 3.97, Wirkungen 3.64, Winkelrichtung 3.31; schwach/zu prüfen: Phänomene 0.91, Intensität 0.72, Differenz 0.00",Island Commons,IslandCo Commune 619,Island Commons,IslandCo Commune 619,16044534.6471,health:IslandCo Commune 619->IslandCo Commune 619,angle=3.307; difference=0.000; determination=1.581; validity=experimentell,"contribution time directed by truth-vector priority, not wage/price",3.04,1.445232,0.72,1.08,2.681399,3.64,3.968678,3.203273,0.0,1.581001,0.912401,3.30744
120,contribution_offer,sell/labour_supply,activate_causal_effect,care,care_reproduction,"Sorgewirkung: Pflege, Begleitung, Schutz, Zeit, Beziehung, Entlastung","Erhaltung von Würde, Alltag, Abhängigkeitssicherheit und sozialer Bindung","Pflegehilfen, Rollstühle, Betten, Hygieneartikel, Assistenztechnik, barrierearme Ausstattung",Pflegekraft; Assistenz; Sozialarbeit; Familienentlastung; Demenzbegleitung; Nachbarschaftsteam,"Grundpflege, Betreuung, Kinderbetreuung, Altenhilfe, Behindertenassistenz, Entlastungsangebote",Kurze Wege und materialarme Fürsorge werden bevorzugt; Abfall/Hygiene muss sicher geführt werden,Hitze- und Krisenvorsorge für verletzliche Menschen ist Bestandteil der Sorgeverträge,experimentell,"Kausalität hoch: Wirkungskette ist plausibel und darf priorisiert werden. Zeit niedrig: planbar, keine Notfallverdrängung anderer Felder. Existenz unsicher: Betroffenenberichte und Messung nachfordern. Wirkung hoch: positive Systemfolge wird als gesellschaftlicher Nutzen anerkannt. Bestimmung schwach: demokratische Rückkopplung/Widerspruchsrecht erforderlich. Phänomenlage schwach: Sichtbarkeit/Meldungen/Audit verbessern. Winkelrichtung regenerativ: Handlung passt zur planetaren Richtung. Ökologiebedingung: Kurze Wege und materialarme Fürsorge werden bevorzugt; Abfall/Hygiene muss sicher geführt werden Klimabedingung: Hitze- und Krisenvorsorge für verletzliche Menschen ist Bestandteil der Sorgeverträge",1.935957,0.483989,311133430213,158889433,K=3.24 | Z=1.22 | I=0.61 | E=0.91 | P=3.03 | W=3.20 | S=3.97 | M=3.20 | D=0.00 | B=1.58 | Ph=0.91 | R=3.31,"stark: Substanz 3.97, Winkelrichtung 3.31, Kausalität 3.24; schwach/zu prüfen: Existenz 0.91, Intensität 0.61, Differenz 0.00",Island Commons,IslandCo Commune 619,Island Commons,IslandCo Commune 619,15468179.595684,care:IslandCo Commune 619->IslandCo Commune 619,angle=3.307; difference=0.000; determination=1.581; validity=experimentell,"contribution time directed by truth-vector priority, not wage/price",3.24,1.221232,0.608,0.912,3.031874,3.2,3.968678,3.203273,0.0,1.581001,0.912401,3.30744
120,contribution_offer,sell/labour_supply,activate_causal_effect,education,knowledge_reproduction,"Bildungswirkung: Fähigkeit, Urteilskraft, Wissen, Selbstbestimmung, Zukunftspotenzial",Entwicklung von Potenzen statt Ausbildung nur für Marktverwertbarkeit,"Lernräume, Bücher, Geräte, Werkstätten, offene Lehrpläne, Lernmaterial, digitale Zugänge",Lehrkraft; Mentor:in; Werkstattleitung; Bildungskoordination; Sprach-/Inklusionsarbeit,"Unterricht, Erwachsenenbildung, berufliche Umqualifizierung, politische Bildung, offene Labore","Ökologisches Wissen, Reparaturfähigkeit und Stoffkreisläufe werden als Bildungsinhalt behandelt","Klimakompetenz, Anpassungswissen und Energieverbrauch der Lerninfrastruktur werden mitgeführt",experimentell,"Kausalität mittel: Vertrag enthält Audit- und Korrekturpflicht. Zeit niedrig: planbar, keine Notfallverdrängung anderer Felder. Existenz unsicher: Betroffenenberichte und Messung nachfordern. Wirkung hoch: positive Systemfolge wird als gesellschaftlicher Nutzen anerkannt. Bestimmung schwach: demokratische Rückkopplung/Widerspruchsrecht erforderlich. Phänomenlage schwach: Sichtbarkeit/Meldungen/Audit verbessern. Winkelrichtung bedingt: Nebenfolgen und Klimawirkung begrenzen. Ökologiebedingung: Ökologisches Wissen, Reparaturfähigkeit und Stoffkreisläufe werden als Bildungsinhalt behandelt Klimabedingung: Klimakompetenz, Anpassungswissen und Energieverbrauch der Lerninfrastruktur werden mitgeführt",1.755365,0.438841,310133430213,156936308,K=2.80 | Z=1.00 | I=0.50 | E=0.74 | P=2.72 | W=3.00 | S=3.97 | M=3.20 | D=0.00 | B=1.58 | Ph=0.91 | R=2.59,"stark: Substanz 3.97, Materie 3.20, Wirkungen 3.00; schwach/zu prüfen: Existenz 0.74, Intensität 0.50, Differenz 0.00",Island Commons,IslandCo Commune 619,Island Commons,IslandCo Commune 619,13975310.329085,education:IslandCo Commune 619->IslandCo Commune 619,angle=2.591; difference=0.000; determination=1.581; validity=experimentell,"contribution time directed by truth-vector priority, not wage/price",2.8,0.997232,0.496,0.744,2.721054,3.0,3.968678,3.203273,0.0,1.581001,0.912401,2.59147
120,contribution_offer,sell/labour_supply,activate_causal_effect,mobility,logistics_circulation,"Bewegungswirkung: Zugang, Transport, Nähe, Rettungsweg, Güterfluss",Erreichbarkeit realer Bedürfnisse statt verkaufter Kilometer oder Ticketwert,"Fahrräder, Busse, Bahnen, Ladepunkte, Wege, Ersatzteile, Logistiksoftware, Rettungsfahrzeuge",Fahrer:in; Streckenplanung; Fahrrad-/Bahnreparatur; Logistik; Barrierefreiheitsdienst; Rettungstransport,"ÖPNV, Gütertransport, Notfalltransport, Schulwege, Pflegefahrten, gemeinschaftliche Lieferketten","Flächenverbrauch, Lärm, Luftschadstoffe und Zerschneidung von Lebensräumen sind Vertragsbedingungen","Emission pro Bewegungswirkung, Elektrifizierung und Vermeidung unnötiger Wege bestimmen die Richtung",experimentell,"Kausalität mittel: Vertrag enthält Audit- und Korrekturpflicht. Zeit niedrig: planbar, keine Notfallverdrängung anderer Felder. Existenz unsicher: Betroffenenberichte und Messung nachfordern. Bestimmung schwach: demokratische Rückkopplung/Widerspruchsrecht erforderlich. Phänomenlage schwach: Sichtbarkeit/Meldungen/Audit verbessern. Winkelrichtung bedingt: Nebenfolgen und Klimawirkung begrenzen. Ökologiebedingung: Flächenverbrauch, Lärm, Luftschadstoffe und Zerschneidung von Lebensräumen sind Vertragsbedingungen Klimabedingung: Emission pro Bewegungswirkung, Elektrifizierung und Vermeidung unnötiger Wege bestimmen die Richtung",1.612797,0.403199,310122430213,156842558,K=2.64 | Z=0.81 | I=0.40 | E=0.60 | P=2.23 | W=2.28 | S=3.97 | M=3.20 | D=0.00 | B=1.58 | Ph=0.91 | R=2.87,"stark: Substanz 3.97, Materie 3.20, Winkelrichtung 2.87; schwach/zu prüfen: Existenz 0.60, Intensität 0.40, Differenz 0.00",Island Commons,IslandCo Commune 619,Island Commons,IslandCo Commune 619,12678608.265221,mobility:IslandCo Commune 619->IslandCo Commune 619,angle=2.867; difference=0.000; determination=1.581; validity=experimentell,"contribution time directed by truth-vector priority, not wage/price",2.64,0.805232,0.4,0.6,2.230908,2.28,3.968678,3.203273,0.0,1.581001,0.912401,2.8672
120,contribution_offer,sell/labour_supply,activate_causal_effect,manufacturing,material_transformation,"Herstellungswirkung: Werkzeuge, Ersatzteile, Maschinenfähigkeit, Reparaturbasis",Materielle Transformationsfähigkeit ohne Profitzwang und ohne künstliche Obsoleszenz,"Werkzeuge, Ersatzteile, Maschinenmodule, Gehäuse, Pumpen, medizinische Teile, Landwirtschaftsgeräte",Maschinenbau; Fertigung; FabLab; Qualitätsprüfung; Materialplanung; zirkuläres Design,"Herstellung, Umbau, Normierung, Werkzeugverleih, offene Produktionspläne, Qualitätskontrolle","Neumaterial ist nachrangig; Reparierbarkeit, Recycling und Schadstofffreiheit sind Vertragsauflage","Energieintensität, Prozesswärme, Lieferwege und Materialdurchsatz begrenzen die Freigabe",experimentell,"Kausalität mittel: Vertrag enthält Audit- und Korrekturpflicht. Zeit niedrig: planbar, keine Notfallverdrängung anderer Felder. Existenz unsicher: Betroffenenberichte und Messung nachfordern. Bestimmung schwach: demokratische Rückkopplung/Widerspruchsrecht erforderlich. Phänomenlage schwach: Sichtbarkeit/Meldungen/Audit verbessern. Winkelrichtung regenerativ: Handlung passt zur planetaren Richtung. Ökologiebedingung: Neumaterial ist nachrangig; Reparierbarkeit, Recycling und Schadstofffreiheit sind Vertragsauflage Klimabedingung: Energieintensität, Prozesswärme, Lieferwege und Materialdurchsatz begrenzen die Freigabe",1.853764,0.463441,311133430213,158889433,K=2.88 | Z=1.06 | I=0.53 | E=0.79 | P=3.00 | W=2.96 | S=3.97 | M=3.20 | D=0.00 | B=1.58 | Ph=0.91 | R=3.38,"stark: Substanz 3.97, Winkelrichtung 3.38, Materie 3.20; schwach/zu prüfen: Existenz 0.79, Intensität 0.53, Differenz 0.00",Island Commons,IslandCo Commune 619,Island Commons,IslandCo Commune 619,14614974.818229,manufacturing:IslandCo Commune 619->IslandCo Commune 619,angle=3.384; difference=0.000; determination=1.581; validity=experimentell,"contribution time directed by truth-vector priority, not wage/price",2.88,1.061232,0.528,0.792,2.995006,2.96,3.968678,3.203273,0.0,1.581001,0.912401,3.384034
120,contribution_offer,sell/labour_supply,activate_causal_effect,storage,resilience_capital,"Speicherwirkung: Puffer, Haltbarkeit, Netzreserve, Krisenlager, Zeitbrücke","Sicherung gegen Schwankungen, Schocks und zeitliche Ungleichheit von Bedarf und Produktion","Lebensmittellager, Wassertanks, Batterien, Wärmespeicher, Kühlketten, Ersatzteillager",Lagerkoordination; Speichertechnik; Vorratsprüfung; Kühlkettenwartung; Notfalllogistik,"Einlagerung, Haltbarkeitskontrolle, Reserveverwaltung, Netzpufferung, Priorisierung bei Krisen","Verderb, Kühlmittel, Lagerflächen und Materialeinsatz werden als Substanz-/Materiebedingungen geführt","Speicher senkt Verschwendung, kann aber energie-/materialintensiv sein; beides geht in die Richtung ein",experimentell,"Kausalität hoch: Wirkungskette ist plausibel und darf priorisiert werden. Zeit niedrig: planbar, keine Notfallverdrängung anderer Felder. Existenz unsicher: Betroffenenberichte und Messung nachfordern. Wirkung hoch: positive Systemfolge wird als gesellschaftlicher Nutzen anerkannt. Bestimmung schwach: demokratische Rückkopplung/Widerspruchsrecht erforderlich. Phänomenlage schwach: Sichtbarkeit/Meldungen/Audit verbessern. Winkelrichtung regenerativ: Handlung passt zur planetaren Richtung. Ökologiebedingung: Verderb, Kühlmittel, Lagerflächen und Materialeinsatz werden als Substanz-/Materiebedingungen geführt Klimabedingung: Speicher senkt Verschwendung, kann aber energie-/materialintensiv sein; beides geht in die Richtung ein",1.869721,0.46743,311133430213,158889433,K=3.08 | Z=1.03 | I=0.51 | E=0.77 | P=2.96 | W=3.08 | S=3.97 | M=3.20 | D=0.00 | B=1.58 | Ph=0.91 | R=3.36,"stark: Substanz 3.97, Winkelrichtung 3.36, Materie 3.20; schwach/zu prüfen: Existenz 0.77, Intensität 0.51, Differenz 0.00",Island Commons,IslandCo Commune 619,Island Commons,IslandCo Commune 619,14524919.856643,storage:IslandCo Commune 619->IslandCo Commune 619,angle=3.360; difference=0.000; determination=1.581; validity=experimentell,"contribution time directed by truth-vector priority, not wage/price",3.08,1.029232,0.512,0.768,2.961432,3.08,3.968678,3.203273,0.0,1.581001,0.912401,3.36
120,contribution_offer,sell/labour_supply,activate_causal_effect,governance,institutional_coordination,"Bestimmungswirkung: Entscheidung, Recht, Konfliktlösung, Schutzrechte, Wahrheitskorrektur",Legitimation und Fehlerkorrektur der Planetenwirtschaft statt Markt-/Staatsautomatismus,"Regeln, Protokolle, Beschlussregister, Datenschutzwerkzeuge, Auditberichte, Konfliktverfahren",Moderation; Rechtsarbeit; Datenschutz; Bürgerrat; Mediator:in; Audit; Ombudsstelle,"Mitbestimmung, Widerspruchsverfahren, Wahrheitsprüfung, Ressourcenfreigabe, Konfliktlösung",Ökologische Grenzen werden demokratisch überwacht und dürfen nicht überstimmt werden,"Klimaverträge brauchen Transparenz, Langfristigkeit und Rechte gegen Verdrängung/Technokratie",experimentell,"Kausalität mittel: Vertrag enthält Audit- und Korrekturpflicht. Zeit niedrig: planbar, keine Notfallverdrängung anderer Felder. Existenz unsicher: Betroffenenberichte und Messung nachfordern. Wirkung hoch: positive Systemfolge wird als gesellschaftlicher Nutzen anerkannt. Bestimmung schwach: demokratische Rückkopplung/Widerspruchsrecht erforderlich. Phänomenlage schwach: Sichtbarkeit/Meldungen/Audit verbessern. Winkelrichtung regenerativ: Handlung passt zur planetaren Richtung. Ökologiebedingung: Ökologische Grenzen werden demokratisch überwacht und dürfen nicht überstimmt werden Klimabedingung: Klimaverträge brauchen Transparenz, Langfristigkeit und Rechte gegen Verdrängung/Technokratie",1.941843,0.485461,311133430214,158889434,K=2.68 | Z=1.19 | I=0.59 | E=0.89 | P=3.08 | W=3.44 | S=3.97 | M=3.20 | D=0.00 | B=1.58 | Ph=0.91 | R=3.61,"stark: Substanz 3.97, Winkelrichtung 3.61, Wirkungen 3.44; schwach/zu prüfen: Existenz 0.89, Intensität 0.59, Differenz 0.00",Island Commons,IslandCo Commune 619,Island Commons,IslandCo Commune 619,15012535.780415,governance:IslandCo Commune 619->IslandCo Commune 619,angle=3.605; difference=0.000; determination=1.581; validity=experimentell,"contribution time directed by truth-vector priority, not wage/price",2.68,1.189232,0.592,0.888,3.075071,3.44,3.968678,3.203273,0.0,1.581001,0.912401,3.605402
120,contribution_offer,sell/labour_supply,activate_causal_effect,knowledge,knowledge_reproduction,"Erkenntniswirkung: Forschung, offene Pläne, Diagnose, Simulation, Lernkurven",Erhöhung der Potenzen und Senkung von Wahrheitsfehlern,"Open-Source-Pläne, Messdaten, Modelle, Lehrmaterial, Bauanleitungen, Diagnoseprotokolle",Forschung; Datenpflege; Simulation; Bibliothek; Techniktransfer; lokale Lernwerkstatt,"Analyse, Beratung, Entwicklung, Dokumentation, Wissensübertragung, Fehlerauswertung",Wissen muss Stofffolgen sichtbar machen und darf Externalisierung nicht verstecken,"Klimamodelle, Anpassungswissen und Technikfolgenabschätzung sind Kerninhalte",experimentell,"Kausalität mittel: Vertrag enthält Audit- und Korrekturpflicht. Zeit niedrig: planbar, keine Notfallverdrängung anderer Felder. Existenz unsicher: Betroffenenberichte und Messung nachfordern. Wirkung hoch: positive Systemfolge wird als gesellschaftlicher Nutzen anerkannt. Bestimmung schwach: demokratische Rückkopplung/Widerspruchsrecht erforderlich. Phänomenlage schwach: Sichtbarkeit/Meldungen/Audit verbessern. Winkelrichtung regenerativ: Handlung passt zur planetaren Richtung. Ökologiebedingung: Wissen muss Stofffolgen sichtbar machen und darf Externalisierung nicht verstecken Klimabedingung: Klimamodelle, Anpassungswissen und Technikfolgenabschätzung sind Kerninhalte",1.90289,0.475723,311133430214,158889434,K=2.76 | Z=1.09 | I=0.54 | E=0.82 | P=2.98 | W=3.28 | S=3.97 | M=3.20 | D=0.00 | B=1.58 | Ph=0.91 | R=3.61,"stark: Substanz 3.97, Winkelrichtung 3.61, Wirkungen 3.28; schwach/zu prüfen: Existenz 0.82, Intensität 0.54, Differenz 0.00",Island Commons,IslandCo Commune 619,Island Commons,IslandCo Commune 619,14726399.313632,knowledge:IslandCo Commune 619->IslandCo Commune 619,angle=3.605; difference=0.000; determination=1.581; validity=experimentell,"contribution time directed by truth-vector priority, not wage/price",2.76,1.093232,0.544,0.816,2.977731,3.28,3.968678,3.203273,0.0,1.581001,0.912401,3.605402
